State,Date,Time,Cumulative case count,Cumulative deaths,Tests conducted (negative),Tests conducted (total),Hospitalisations (count),Intensive care (count),Ventilator usage (count),Recovered (cumulative),Update Source,Notes
SA,23/01/2020,,0,,,6,,,,,SA Health website,
VIC,25/01/2020,,1,,,,,,,,Victoria DHHS,
NSW,25/01/2020,,3,,,,,,,,NSW Health media release,
NSW,27/01/2020,,4,,,,,,,,NSW Health,
QLD,28/01/2020,,0,,,6,,,,,Queensland Health,
SA,29/01/2020,,0,,,10,,,,,SA Health website,
QLD,29/01/2020,,1,,,,,,,,Queensland Health,
VIC,29/01/2020,,2,,,,,,,,Victoria DHHS,
QLD,30/01/2020,,2,,,,,,,,Queensland Health,
VIC,30/01/2020,,3,,,79,,,,,Victoria DHHS,
NSW,30/01/2020,,4,,,74,,,,,NSW Health,
SA,31/01/2020,,0,,,17,,,,,SA Health website,
NSW,31/01/2020,,4,,,76,,,,,NSW Health,
SA,01/02/2020,,0,,,25,,,,,SA Health website,
NSW,01/02/2020,,4,,,100,,,,,NSW Health,
VIC,01/02/2020,,4,,,162,,,,,Victoria DHHS,
SA,02/02/2020,,2,,,34,,,,,SA Health website,
NSW,02/02/2020,,4,,,128,,,,,NSW Health,
SA,03/02/2020,,2,,,56,,,,,SA Health website,
NSW,03/02/2020,,4,,,158,,,,,NSW Health,
SA,04/02/2020,,2,,,88,,,,,SA Health website,
QLD,04/02/2020,,3,,,,,,,,Queensland Health,
NSW,04/02/2020,,4,,,199,,,,,NSW Health,
NSW,05/02/2020,,4,,,335,,,,,NSW Health,
QLD,05/02/2020,,4,,,,,,,,Queensland Health,
NSW,06/02/2020,,4,,,345,,,,,NSW Health,
QLD,06/02/2020,,5,,,,,,,,Queensland Health,
NSW,07/02/2020,,4,,,393,,,,,NSW Health,
NSW,08/02/2020,,4,,,562,,,,,NSW Health,
NSW,09/02/2020,,4,,,629,,,,,NSW Health,
NSW,10/02/2020,,4,,,674,,,,,NSW Health,
NSW,11/02/2020,,4,,,691,,,,,NSW Health,
NSW,12/02/2020,,4,,,818,,,,,NSW Health,
NSW,13/02/2020,,4,,,884,,,,,NSW Health,
NSW,14/02/2020,,4,,,1053,,,,,NSW Health,
NSW,16/02/2020,,4,,,1188,,,,,NSW Health,
NSW,17/02/2020,,4,,,1222,,,,,NSW Health,
NSW,18/02/2020,,4,,,1401,,,,,NSW Health,
NSW,19/02/2020,,4,,,1551,,,,,NSW Health,
SA,20/02/2020,,2,,,,,,,,SA Health website,
NSW,20/02/2020,,4,,,1702,,,,,NSW Health,
WA,21/02/2020,,1,,,,,,,,media release,
NSW,21/02/2020,,4,,,1819,,,,,NSW Health,
NSW,22/02/2020,,4,,,1983,,,,,NSW Health,
QLD,22/02/2020,,7,,,,,,,,Queensland Health,
NSW,23/02/2020,,4,,,2034,,,,,NSW Health,
SA,24/02/2020,,3,,,,,,,,SA Health website,
NSW,24/02/2020,,4,,,2074,,,,,NSW Health,
NSW,25/02/2020,,4,,,2253,,,,,NSW Health,
QLD,25/02/2020,,8,,,,,,,,Queensland Health,
NSW,26/02/2020,,4,,,2480,,,,,NSW Health,
WA,28/02/2020,,2,,,,,,,,media reports: https://www.abc.net.au/news/2020-02-28/second-case-of-coronavirus-confirmed-in-wa/12011876,
QLD,29/02/2020,,9,,,,,,,,Queensland Health,
NSW,01/03/2020,,5,,,,,,,,NSW Health media release,4 of 5 cases discharged 
NSW,01/03/2020,,6,,,,,,,,NSW Health media release,
VIC,01/03/2020,,9,,,,,,,,Victoria DHHS,
WA,01/03/2020,,,1,594,594,,,,,WA Health,
SA,03/03/2020,,3,,,,,,,,SA Health website,
NSW,03/03/2020,,9,,,,,,,,NSW Health,
QLD,03/03/2020,,10,,,,,,,,Queensland Health,
NSW,03/03/2020,,15,,,,,,,,NSW Health,
NSW,03/03/2020,,,1,,,,,,,Media report https://www.theguardian.com/world/2020/mar/04/australian-coronavirus-cases-rise-to-41-amid-two-cases-of-community-transmission,
SA,04/03/2020,,5,,,,,,,,SA Health website,
VIC,04/03/2020,,10,,,,,,,,Victoria DHHS,
QLD,04/03/2020,,11,,,,,,,,Queensland Health,
NSW,04/03/2020,,16,1,,,,,,,NSW Health,
NSW,04/03/2020,,22,1,,,,,,,NSW Health media release,
WA,05/03/2020,,3,,973,976,,,,,media release,
SA,05/03/2020,,7,,,,,,,,SA Health website,
QLD,05/03/2020,,13,,,,,,,,Queensland Health,
NSW,05/03/2020,,22,1,,,,,,,NSW Health media release,4 of 22 cases discharged 
NSW,05/03/2020,,25,1,,,,,,,NSW Health media release,
TAS,06/03/2020,,1,,,49,,,,,Tasmania Department of Health,
SA,06/03/2020,,7,,,,,,,,SA Health website,
QLD,06/03/2020,,14,,,,,,,,Queensland Health,
NSW,06/03/2020,,28,1,,,,,,,NSW Health media release,
VIC,07/03/2020,,11,,,,,,,,Victoria DHHS,
NSW,07/03/2020,,34,1,6217,6796,,,,,NSW Health media release,
NSW,07/03/2020,21:00,36,1,6690,7214,,,,,NSW Health media release,
TAS,08/03/2020,,2,,,114,,,,,Tasmania Department of Health,
WA,08/03/2020,,4,,1665,1669,,,,,,
VIC,08/03/2020,,12,,,,,,,,Victoria DHHS,
QLD,08/03/2020,,15,,,,,,,,Queensland Health,
NSW,08/03/2020,09:00,38,1,6690,7216,,,,,NSW Health media release,
NSW,08/03/2020,,40,2,7361,8008,,,,,NSW Health media release,
TAS,09/03/2020,,2,,,126,,,,,Tasmania Department of Health,
WA,09/03/2020,,6,,1796,1802,,,,,,
VIC,09/03/2020,,15,,,,,,,,Victoria DHHS,
NSW,09/03/2020,14:00,47,2,7848,8371,,,,,NSW Health media release,
SA,10/03/2020,,7,,,,,,,,SA Health website,
QLD,10/03/2020,,18,,,,,,,,Queensland Health,
VIC,10/03/2020,,18,,,,,,,,Victoria DHHS,
NSW,10/03/2020,07:00,55,2,8361,9034,,,,,NSW Health media release,
NSW,10/03/2020,20:00,61,2,9096,10165,,,,,NSW Health media release,
TAS,11/03/2020,,3,,,,,,,,Tasmania Department of Health,
SA,11/03/2020,,9,,,,,,,,SA Health website,
WA,11/03/2020,,9,,,,,,,,,
QLD,11/03/2020,,20,,,,,,,,Queensland Health,
VIC,11/03/2020,,21,,,,,,,,Victoria DHHS,
NSW,11/03/2020,13:42,65,2,9152,10221,,,,,NSW Health,
ACT,12/03/2020,,1,,,,,,,,ACT Health,
TAS,12/03/2020,,3,,,,,,,,Tasmania Department of Health,
SA,12/03/2020,,12,,,,,,,,SA Health website,
QLD,12/03/2020,,27,,,,,,,,Queensland Health,
VIC,12/03/2020,,27,,,,,,,,Victoria DHHS,
NSW,12/03/2020,13:00,78,2,11040,14856,,,,,NSW Health media release,
ACT,13/03/2020,,1,,,,,,,,ACT Health,
TAS,13/03/2020,,4,,,,,,,,Tasmania Department of Health,
WA,13/03/2020,,14,,3788,3802,,,,,,
SA,13/03/2020,,16,,,,,,,,SA Health website,
QLD,13/03/2020,,35,,,,,,,,Queensland Health,
VIC,13/03/2020,,36,,,,,,,,Victoria DHHS,
NSW,13/03/2020,11:00,92,3,14665,16685,,,,,NSW Health media release,
ACT,14/03/2020,,1,,,,,,,,ACT Health,
TAS,14/03/2020,,5,,,283,,,,,Tasmania Department of Health,
SA,14/03/2020,,19,,,,,,,,SA Health website,
QLD,14/03/2020,,46,,,,,,,,Queensland Health,
VIC,14/03/2020,17:02,49,,,,,,,,Victoria DHHS,
NSW,14/03/2020,11:00,112,4,18716,20496,,,,,NSW Health media release,
NT,15/03/2020,11:57,0,,,,,,,,NT Health website,
TAS,15/03/2020,10:30,6,,,359,,,,,health.gov.au,
TAS,15/03/2020,,7,,,,,,,,Tasmania Department of Health,
SA,15/03/2020,,20,,,,,,,,SA Health website,
VIC,15/03/2020,11:01,57,,,,,,,,Victoria DHHS,
QLD,15/03/2020,16.44,61,,,,,,,,Queensland Health,
NSW,15/03/2020,11:00,134,4,20511,22567,,,,,NSW Health,*1 is from Victoria and counted as Victorian in national figures
NSW,15/03/2020,,134,4,,,,,,,NSW Health,
ACT,16/03/2020,08:19,2,,,,,,,,ACT Health,
WA,16/03/2020,12:30,28,1,5878,5906,,,,,Website,
SA,16/03/2020,,29,,,,,,,,Media release,
QLD,16/03/2020,16:58,68,,,,,,,,Queensland Health email,
VIC,16/03/2020,14:33,71,,,11700,,,,,Victoria DHHS email,
NSW,16/03/2020,11:00,171,4,25511,26964,,,,,NSW Health,
TAS,17/03/2020,,7,,,,,,,,media release,
WA,17/03/2020,13:00,31,1,6582,6613,,,,,website,
SA,17/03/2020,,32,,,,,,,,media release,
QLD,17/03/2020,18:31,78,,,,,,,,media released,
VIC,17/03/2020,14:25,94,,,,,,,,Victoria DHHS,
NSW,17/03/2020,11:00,210,4,28552,30244,,,,,NSW Health,
NSW,17/03/2020,,,5,,,,,,,NSW Health media release,
NT,18/03/2020,,0,,,,,,,,health.gov.au,Sets the case count for NT to zero as it is now counted in NSW
ACT,18/03/2020,08:03,3,,,,,,,,ACT health email,
ACT,18/03/2020,,3,,,,,,,,ACT Health,
TAS,18/03/2020,,10,,,,,,,,website,
WA,18/03/2020,,35,1,7039,,,,,,website,
SA,18/03/2020,,37,,,,,,,,media release,
QLD,18/03/2020,,94,,,,,,,,media release,
VIC,18/03/2020,13:45,121,,,15200,,,,,Victoria DHHS,Actual testing figures quote is approximate - More than 15200 tested to date
NSW,18/03/2020,11:00,267,5,33387,35800,,,,,NSW Health,
ACT,19/03/2020,14:19,4,,1853,1857,,,,,media release,
TAS,19/03/2020,,10,,,707,,,,,media release,
SA,19/03/2020,17:00,42,,,15000,,,,,media release,
WA,19/03/2020,18:10,52,1,7956,8008,,,,,website,
QLD,19/03/2020,,144,,,27064,,,,,website,
VIC,19/03/2020,14:46,150,,,17180,,,,,Victoria DHHS,
NSW,19/03/2020,12:30,307,6,,39089,,,,,NSW Health media release,press conference update
NSW,19/03/2020,,353,,,,,,,,media release,
NT,20/03/2020,14:00,2,,,,,,,,health.gov.au,
NT,20/03/2020,,3,,,,,,,,media release,
ACT,20/03/2020,15:38,6,,2056,,,,,,ACT health email,
SA,20/03/2020,19:15,50,,,16717,,,,,media release,
WA,20/03/2020,,64,,8539,8603,,,,,,
VIC,20/03/2020,17:32,178,,,19337,,,,,Victoria DHHS email,
QLD,20/03/2020,17:24,184,,,,,,,,QLD Health email,
NSW,20/03/2020,,382,,40298,40651,,6,,,press conference,
NSW,20/03/2020,13:28,436,,,46892,,,,,media release,
NT,21/03/2020,,5,,,,,,,,Media release ,
ACT,21/03/2020,11:19,9,,2212,2221,,,,,media release,
TAS,21/03/2020,12,16,,,,,,,,DHHS Tasmania,
SA,21/03/2020,20:12,57,,,,,,,,Media release,
WA,21/03/2020,17.35,90,,9130,,,,,,Health WA,
QLD,21/03/2020,,221,,,,,,,,press conference,
QLD,21/03/2020,12:05,221,,,,,,,,Media release ,
VIC,21/03/2020,14.25,229,,,20500,,,,,Victoria DHHS,
NSW,21/03/2020,13:00,533,,52130,52633,,,,,Media release ,
ACT,22/03/2020,13:20,19,,2395,,,,,,Media release ,
TAS,22/03/2020,21:07,22,,,,,,,,media release,
SA,22/03/2020,20:45,100,,,,,,,,media release,
WA,22/03/2020,15:30,120,,,9500,,,,,press conference,
QLD,22/03/2020,17:30,259,,,,,,,,Media release ,
VIC,22/03/2020,13:10,296,,,22900,,,,,Media release ,
NSW,22/03/2020,08:15,669,,56272,56941,,10,,,press conference,
TAS,23/03/2020,21:08,28,,,,,,,,media release,
ACT,23/03/2020,15:15,32,,2576,,,,,,media release,
SA,23/03/2020,15:00,134,,,,,,,,national summary,
WA,23/03/2020,15:00,140,,9948,10088,,,,,media release,
QLD,23/03/2020,10:00,319,,,32000,,,,,press conference,
VIC,23/03/2020,14:15,355,,,23700,6,,,96,media release,
NSW,23/03/2020,15:00,704,,,,,,,,national summary,
NSW,23/03/2020,08:07,818,7,61030,61848,,,,,media release,
NT,24/03/2020,10:50,6,,,,,,,,media release,
ACT,24/03/2020,13:05,39,,,,3,,,,media release,
SA,24/03/2020,17:36,170,,,,,,,,national summary,
WA,24/03/2020,17:36,175,,10353,10528,,,,,national summary,
QLD,24/03/2020,17:36,397,,,38860,,,,,national summary,
VIC,24/03/2020,13:06,411,,,,,,,,media release,
NSW,24/03/2020,17:36,913,,,,,,,,national summary,
NSW,24/03/2020,20:00,1029,,,68177,,10,,,press conference,
NT,25/03/2020,17:12,5,,,,,,,,national summary,
NT,25/03/2020,19:51,6,,,,,,,,media release,
TAS,25/03/2020,17:12,34,,,,,,,,national summary,
TAS,25/03/2020,19:55,42,,,1272,,,,,media release,
ACT,25/03/2020,17:12,44,,2964,3008,,,,,national summary,
SA,25/03/2020,17:12,197,,,,,,,,national summary,
WA,25/03/2020,17:12,205,,,10783,,,,6,national summary,
QLD,25/03/2020,17:12,443,,,,,,,,national summary,
VIC,25/03/2020,17:12,466,,,,,,,,national summary,
NSW,25/03/2020,17:12,1029,,,,,,,,national summary,
NSW,25/03/2020,20:00,1219,,72787,74006,,16,,,media release,
QLD,25/03/2020,,,1,,,,,,,media release,
NT,26/03/2020,21:57,12,,,,,,,,,
TAS,26/03/2020,19:35,47,,,,,,,,media release,
ACT,26/03/2020,13:19,53,,3216,,,,,,media release,
WA,26/03/2020,,231,2,11288,11519,,,,,media release,
SA,26/03/2020,,235,,,,,,,,national summary,
QLD,26/03/2020,,493,,,38860,,,,,media release,
VIC,26/03/2020,14:05,520,2,,26900,,,,149,media release,
NSW,26/03/2020,08:34,1405,,,,,,,,national summary,
NSW,26/03/2020,20:00,1405,,76284,77689,134,19,,,media release,
TAS,27/03/2020,22:15,58,,,1779,,,,,media release,
ACT,27/03/2020,12:18,62,,3698,,,,,,media release,
WA,27/03/2020,15:00,255,,,,,,,,national summary,
SA,27/03/2020,15:00,257,,,23500,,,,,media release,
QLD,27/03/2020,16:30,555,,,,,,,,media release,
VIC,27/03/2020,15:04,574,3,,27800,,,,,media release,
NSW,27/03/2020,23:00,1617,8,,,147,22,,,media release,
NT,28/03/2020,,14,,,,,,,,national summary,
TAS,28/03/2020,,58,,,,,,,,national summary,
ACT,28/03/2020,13:31,71,,3988,4059,6,,,2,media release,
WA,28/03/2020,,278,,,,,,,,national summary,
SA,28/03/2020,,287,,,,,,,,national summary,
QLD,28/03/2020,23:00,625,,,,,,,,media release,
VIC,28/03/2020,23:00,685,4,,,,,,,media release,
NSW,28/03/2020,20:00,1791,,91308,93099,,,,,national summary,
TAS,29/03/2020,12:00,62,,,,,,,,media release,
TAS,29/03/2020,,66,,,,,,,,media release,
ACT,29/03/2020,12:15,77,,4230,,6,,,,,
SA,29/03/2020,16:50,299,,,26000,,6,,,press conference,
WA,29/03/2020,18:56,311,,13337,13648,,,,,media release,
QLD,29/03/2020,11:30,656,2,,,,,,,press conference,
VIC,29/03/2020,13:07,769,,,39000,26,4,,,media release,
NSW,29/03/2020,20:00,1918,,94534,96452,,26,,,national summary/media release,
ACT,30/03/2020,13:45,78,1,4363,,6,,,2,media release,
SA,30/03/2020,20:15,305,,,26000,,,,,media release,
WA,30/03/2020,,355,,13833,14188,,,,,media release,
QLD,30/03/2020,16:57,689,,,,,,,,media release,
VIC,30/03/2020,08:40,821,,,,,,,,media release,
VIC,30/03/2020,13:53,821,4,,42000,29,4,,248,media release,
NSW,30/03/2020,,2032,,97919,99951,164,35,,,national summary/press conference,
TAS,30/03/2020,06:00,,1,,,,,,,media release,
NT,31/03/2020,,16,,,,,,,,national summary,
TAS,31/03/2020,,68,2,,,,,,,national summary,
ACT,31/03/2020,13:45,80,,,,6,,,,media release,
SA,31/03/2020,,337,,,,,,,,national summary,
WA,31/03/2020,,364,,,,,,,,national summary,
QLD,31/03/2020,11:15,743,,,,65,7,,,press conference,
VIC,31/03/2020,14:00,917,,,45000,29,4,,291,media release,
NSW,31/03/2020,20:00,2182,9,103361,105543,,42,,,media release,
NT,01/04/2020,15:00,18,,,,,,,,national summary,
TAS,01/04/2020,,71,,,,,,,,media release,
ACT,01/04/2020,12:21,84,1,4774,,9,,,8,media release,One previously reported case was deemed not to have had covid-19 and was removed
SA,01/04/2020,15:00,367,,,29000,,,,,media release,
WA,01/04/2020,14:40,392,,15130,15522,,,,64,media release,
QLD,01/04/2020,,781,,,50853,,,,,media release,
VIC,01/04/2020,11:39,968,5,,47000,32,6,,343,media release,
NSW,01/04/2020,23:00,2298,10,,,,,,,press conference,
NT,02/04/2020,18:45,20,,,,,,,,national summary,
TAS,02/04/2020,18:45,74,,,,,,,,media release,
ACT,02/04/2020,12:00,87,,4931,5018,8,4,,11,media release,
ACT,02/04/2020,18:45,88,,,,,,,,national summary,
SA,02/04/2020,18:45,385,,,,,,,,national summary,
WA,02/04/2020,18:45,400,,15790,16190,2,,,92,media release,
QLD,02/04/2020,10:56,781,3,,,,,,,media release,
QLD,02/04/2020,15:00,835,,,,,,,,media release,
VIC,02/04/2020,23:00,1036,6,,49000,,,,,media release,
NSW,02/04/2020,20:00,2389,12,112066,114455,209,42,,,media release,
NT,03/04/2020,00:58,22,,,,,,,,media release,
TAS,03/04/2020,17:45,80,,,,,,,,media release,
ACT,03/04/2020,14:45,91,,5040,,,,,18,media release,
SA,03/04/2020,16:45,396,,,30000,,,,46,media release,
WA,03/04/2020,15:45,422,3,16022,16444,56,16,,92,media release,
QLD,03/04/2020,10:09,873,,,53000,,,,,tweet by premier,
VIC,03/04/2020,08:40,1085,7,,51000,37,7,,,media release,
NSW,03/04/2020,18:45,2493,,,117633,251,41,23,,media release,
NT,04/04/2020,,25,,,,,,,,national summary,
TAS,04/04/2020,,82,,,,,,,,media release,
ACT,04/04/2020,13:59,93,2,,,,,,,media release,
SA,04/04/2020,,407,,,,,,,,national summary,
WA,04/04/2020,,436,,,,,,,,national summary,
QLD,04/04/2020,19:45,900,,,,,,,,media release,
VIC,04/04/2020,20:45,1115,8,,,,,,,media release,
NSW,04/04/2020,20:00,2580,16,118863,121443,279,39,23,,media release,
TAS,05/04/2020,11:30,86,,,,,,,,press conference,
ACT,05/04/2020,13:00,96,,5258,,6,,,28,media release,
SA,05/04/2020,16:20,409,,,,19,9,,,press conference,
WA,05/04/2020,15:40,453,,17744,18197,59,18,,148,press conference,
QLD,05/04/2020,11:00,907,,,,,,,,media release,
VIC,05/04/2020,10:50,1135,,,56000,47,,11,573,media release,
NSW,05/04/2020,20:00,2637,19,121401,124038,249,40,,,media release,
QLD,05/04/2020,17:30,,4,,,,,,,media release,
NT,06/04/2020,06:00,26,,,,,,,,national summary,
NT,06/04/2020,,27,,,,,,,,national summary,
TAS,06/04/2020,09:22,89,,,,,,,,press conference,
ACT,06/04/2020,,96,,5329,,7,,,40,media release,
SA,06/04/2020,,411,,,,,,,,national summary,
WA,06/04/2020,14:50,460,4,,,,,,162,press conference,
QLD,06/04/2020,15:10,921,,,,,,,,media release,
VIC,06/04/2020,12:15,1158,10,,57000,45,11,,620,media release,
NSW,06/04/2020,20:00,2686,21,123460,126146,229,37,24,,media release,
SA,06/04/2020,09:00,,1,,33000,,,,,media release,
ACT,07/04/2020,13:54,97,,5497,,6,,,42,media release,
TAS,07/04/2020,,98,3,,,,,,,media release,
WA,07/04/2020,14:00,470,6,18731,,,,,,daily snapshot,
QLD,07/04/2020,16:27,934,,,,,,,,media release,
VIC,07/04/2020,08:40,1191,11,,58000,47,13,,686,media release,
NSW,07/04/2020,20:00,2734,,,,227,36,22,,media release,
NT,08/04/2020,16:00,28,,,2999,24,0,0,2,media release/PM&C,
ACT,08/04/2020,13:30,99,,5679,5778,4,3,2,47,media release/PM&C,
TAS,08/04/2020,,107,,,3295,13,2,0,38,media release/PM&C,
SA,08/04/2020,06:00,415,2,,34593,16,8,0,120,media release/PM&C,
WA,08/04/2020,17:00,481,,19615,20096,34,15,-,170,media release/PM&C,
QLD,08/04/2020,14:17,943,,,63552,35,11,11,345,media release/PM&C,
VIC,08/04/2020,09:00,1212,12,,60000,45,12,0,736,media release/PM&C,
NSW,08/04/2020,20:00,2773,,130224,132997,221,31,21,1356,media release/PM&C,
ACT,09/04/2020,13:45,100,,,,3,,,,media release,
TAS,09/04/2020,08:45,107,,,,,,,,media release,
SA,09/04/2020,08:00,420,3,,35000,,,,,media release,
SA,09/04/2020,17:15,421,,,,,,,,National summary,
WA,09/04/2020,17:15,495,,,,,,,,National summary,
QLD,09/04/2020,13:30,953,,,,,,,372,media release,
VIC,09/04/2020,11:10,1228,,,62000,50,13,,806,media release,
NSW,09/04/2020,14:24,2822,22,134619,137441,211,29,23,,media release,
ACT,10/04/2020,12:20,102,,6000,6103,4,,,59,media release,Adjusted by one death due to later update
TAS,10/04/2020,,111,4,,,,,,,press conference,
SA,10/04/2020,16:35,427,,,,15,6,,,press conference,
WA,10/04/2020,17:35,506,,,,,,,,national summary,
QLD,10/04/2020,15:35,965,,,,,,,,media release,
VIC,10/04/2020,12:20,1241,13,,,,13,,926,media release,
NSW,10/04/2020,20:00,2847,23,138923,141777,218,30,21,,press release,
TAS,11/04/2020,10:00,122,4,,,8,2,0,,press release/PM&C,
SA,11/04/2020,10:00,428,,,,,,,,national summary,
SA,11/04/2020,17:50,429,3,,,15,7,0,225,national summary/press release/PM&C,
WA,11/04/2020,17:50,514,6,,,39,12,,216,press release/PM&C,
QLD,11/04/2020,10:00,972,4,,,,,,,press release,
QLD,11/04/2020,15:30,974,4,,,28,12,12,368,press release/PM&C,
VIC,11/04/2020,10:00,1265,14,,,44,15,0,986,press release,
NSW,11/04/2020,10:00,2857,24,,,78,30,24,1356,press release/PM&C,
ACT,11/04/2020,16:00,,,,,4,2,2,62,PM&C,
NT,11/04/2020,17:00,28,,,3243,24,0,0,2,coronavirus.nt.gov.au,
ACT,12/04/2020,12:35,102,2,6159,,3,,,67,press release,
SA,12/04/2020,06:00,429,4,,,,,,,media release,
WA,12/04/2020,16:58,517,,22601,,38,15,,239,media release,
QLD,12/04/2020,11:42,983,4,,72313,,12,,,press release/premier tweet,
VIC,12/04/2020,11:41,1268,14,,69000,44,16,,1015,press release,
TAS,12/04/2020,,144,5,,,,,,50,premier,
NSW,12/04/2020,20:00,2863,26,141517,144380,222,30,21,,national summary/press conference,
VIC,13/04/2020,11:00,1281,,,70000,40,14,,1075,press release,
QLD,13/04/2020,,987,,,,23,11,11,442,pm&o,
ACT,13/04/2020,13:15,103,,6191,,3,2,1,72,press release,
WA,13/04/2020,15:45,523,6,23412,,38,14,,251,press conference,
SA,13/04/2020,15:45,431,,,37000,13,6,,,press conference,
TAS,13/04/2020,18:00,150,,,,,,,,press release,
NT,13/04/2020,16:00,28,,,,22,0,0,4,,
NSW,13/04/2020,20:00,2870,25,142939,145809,225,32,19,1356,press conference/pm&o,
VIC,14/04/2020,08:30,1291,14,,71000,40,15,12,1118,press conference/pm&o,
QLD,14/04/2020,09:50,998,,,74013,24,11,11,442,press conference/pm&o,
ACT,14/04/2020,13:17,103,2,6291,,3,2,1,75,press release/pm&o,
WA,14/04/2020,16:55,527,,23870,,32,12,,296,media release,
SA,14/04/2020,16:00,433,4,,,11,4,0,253,pm&o,
TAS,14/04/2020,18:00,165,6,,,,,,,,
NSW,14/04/2020,20:00,2886,26,144228,147114,214,29,18,1356,media release/pm&o,
QLD,15/04/2020,09:00,999,4,,75447,23,11,10,442,press conference,
ACT,15/04/2020,13:04,103,3,6387,,2,1,0,77,media release/pm&o,
VIC,15/04/2020,13:08,1299,14,,72000,39,18,12,1137,media release,
WA,15/04/2020,15:58,532,6,24081,,33,11,,338,media release,
TAS,15/04/2020,18:00,169,,,,,,,,media release,
SA,15/04/2020,,433,,,37500,,1,,279,media release,
NT,15/04/2020,,28,,,,,,,,,
NSW,15/04/2020,20:00,2897,,147417,150314,207,26,19,,media release,
QLD,16/04/2020,10:30,1001,,,77727,21,11,,442,press conference,
NT,16/04/2020,10:45,28,,3353,3381,,,,6,https://coronavirus.nt.gov.au/current-status,
ACT,16/04/2020,13:20,103,,6516,,2,,,79,media release,
WA,16/04/2020,17:00,535,,,,,,,340,media release,
SA,16/04/2020,18:00,434,,,38000,,2,,308,media release,
VIC,16/04/2020,18:00,1301,,,,,,,,National summary,
TAS,16/04/2020,18:00,180,,,,,,,,media release,
